"18205837345",浙江,嘉兴,中国移动
"13151167981",江苏,苏州,中国联通
"13428017816",广东,惠州,中国移动
"15262311749",江苏,苏州,中国移动
"18172809536",江西,南昌,中国电信
"13679505596",广东,清远,中国移动
"13856764899",安徽,亳州,中国移动
"13377147644",广西,南宁,中国电信
"17758071030",浙江,金华,中国电信
"15226289332",宁夏,银川,中国移动
"13405979038",福建,福州,中国移动
"15345356789",山东,烟台,中国电信
"17708351561",重庆,重庆,中国电信
"18921655367",江苏,南通,中国电信
"17764807742",重庆,重庆,中国电信
"17339389198",河南,濮阳,中国电信
"13905985584",福建,泉州,中国移动
"15099824475",广东,阳江,中国移动
"13413150727",广东,惠州,中国移动
"13577132529",云南,昆明,中国移动
"13993483988",甘肃,庆阳,中国移动
"18039992525",河南,许昌,中国电信
"13106167063",浙江,温州,中国联通
"13333904455",河南,平顶山,中国电信
"19979700983",江西,赣州,中国电信
"17889792300",海南,海口,中国移动
"13760356830",广东,深圳,中国移动
"13171289353",内蒙古,包头,中国联通
"15735173246",山西,太原,中国移动
"15290551779",河南,洛阳,中国移动
"18239797207",河南,平顶山,中国移动
"15389130398",陕西,渭南,中国电信
"15838191028",河南,郑州,中国移动
"17871748515",湖北,武汉,中国移动
"13844328223",吉林,延边,中国移动
"13981730118",四川,成都,中国移动
"19940821708",四川,成都,中国电信
"15262882088",江苏,南通,中国移动
"18606881591",浙江,金华,中国联通
"18792603659",陕西,西安,中国移动
"18088100396",云南,西双版纳,中国电信
"13891727260",陕西,宝鸡,中国移动
"18913757922",江苏,苏州,中国电信
"15635000657",山西,忻州,中国联通
"13881812083",四川,成都,中国移动
"15763266022",山东,枣庄,中国移动
"18605337471",山东,淄博,中国联通
"18580405689",重庆,重庆,中国联通
"13508413975",湖南,常德,中国移动
"13248171732",上海,上海,中国联通
"13828739273",广东,深圳,中国移动
"18157132176",浙江,杭州,中国电信
"17509128300",陕西,榆林,中国联通
"18327679961",湖北,孝感,中国移动
"18991095759",陕西,榆林,中国电信
"19857933545",浙江,金华,中国移动
"15196402351",四川,乐山,中国移动
"18091362520",陕西,渭南,中国电信
"17722027505",广东,珠海,中国电信
"15199169281",新疆,乌鲁木齐,中国移动
"18510822077",北京,北京,中国联通
"17688855297",广东,广州,中国联通
"15513218520",山西,忻州,中国联通
"17521669007",上海,上海,中国联通
"13486623464",浙江,宁波,中国移动
"15365555456",江苏,南通,中国电信
"13979593161",江西,宜春,中国移动
"15957776538",浙江,温州,中国移动
"13580282336",广东,揭阳,中国移动
"13873988863",湖南,邵阳,中国移动
"13686068959",广东,东莞,中国移动
"13630041313",广东,佛山,中国移动
"13047494647",山东,烟台,中国联通
"18632900287",河北,邢台,中国联通
"13726532166",广东,汕头,中国移动
"15360645678",广东,广州,中国电信
"18786935313",贵州,遵义,中国移动
"15382816850",广东,东莞,中国电信
"17800531018",黑龙江,哈尔滨,中国移动
"13769576456",云南,曲靖,中国移动
"18134437306",河南,驻马店,中国电信
"18275252000",贵州,贵阳,中国移动
"18365768486",山东,聊城,中国移动
"13757947165",浙江,金华,中国移动
"15235312552",山西,阳泉,中国移动
"13892524810",陕西,渭南,中国移动
"18396116022",福建,福州,中国移动
"15307331747",湖南,株洲,中国电信
"15329290634",贵州,黔西南,中国电信
"15776964789",黑龙江,哈尔滨,中国移动
"13577118525",云南,昆明,中国移动
"18954578239",山东,烟台,中国电信
"17710287288",北京,北京,中国电信
"13956724104",安徽,阜阳,中国移动
"13643785282",河南,开封,中国移动
"18118736782",广东,深圳,中国电信
"19927439268",广东,广州,中国电信
"18116305736",上海,上海,中国电信
"15121222001",贵州,遵义,中国移动
"15823196360",重庆,重庆,中国移动
"18610160357",北京,北京,中国联通
"13215059550",福建,莆田,中国联通
"13858042689",浙江,杭州,中国移动
"15158300970",浙江,宁波,中国移动
"13364905554",新疆,昌吉,中国电信
"15836168194",河南,新乡,中国移动
"19946724600",重庆,重庆,中国电信
"17118501450",陕西,西安,中国联通
"15078696598",广西,百色,中国移动
"13723414667",广东,深圳,中国移动
"13966383058",安徽,合肥,中国移动
"13577332661",云南,红河,中国移动
"13878757122",广西,南宁,中国移动
"19857564346",浙江,绍兴,中国移动
"15355689832",浙江,台州,中国电信
"13966714441",安徽,合肥,中国移动
"15222221797",天津,天津,中国移动
"18281088717",四川,德阳,中国移动
"15376119203",山东,菏泽,中国电信
"13668897006",山东,青岛,中国移动
"13888464768",云南,昆明,中国移动
"19888990311",陕西,榆林,中国移动
"15122068000",天津,天津,中国移动
"18869808495",云南,大理,中国移动
"15813406651",广东,佛山,中国移动
"18888539328",河南,信阳,中国移动
"19175153332",广西,玉林,中国电信
"18169832136",广东,佛山,中国电信
"18050940555",福建,泉州,中国电信
"18069404060",浙江,杭州,中国电信
"18037352381",河南,洛阳,中国电信
"18863336082",山东,日照,中国移动
"18348569665",黑龙江,哈尔滨,中国移动
"13718789591",北京,北京,中国移动
"18661894658",山东,青岛,中国联通
"15928929663",四川,成都,中国移动
"19987553487",云南,保山,中国电信
"18701909408",上海,上海,中国移动
"13720607587",陕西,西安,中国移动
"18607198943",湖北,武汉,中国联通
"18762259133",江苏,徐州,中国移动
"18948707518",广东,深圳,中国电信
"16565456111",辽宁,营口,中国移动
"13705321981",山东,青岛,中国移动
"17799219505",新疆,乌鲁木齐,中国电信
"13933279545",河北,保定,中国移动
"13694976353",广东,东莞,中国移动
"17750951286",福建,泉州,中国电信
"13642999065",广东,东莞,中国移动
"18727086500",湖北,襄阳,中国移动
"17101526856",湖北,武汉,中国联通
"15910622983",北京,北京,中国移动
"18721002510",上海,上海,中国移动
"13686662679",广东,东莞,中国移动
"13011234502",北京,北京,中国联通
"18907088848",江西,南昌,中国电信
"13654107272",辽宁,铁岭,中国移动
"13036130708",湖北,武汉,中国联通
"15804517580",黑龙江,哈尔滨,中国移动
"18854918058",山东,临沂,中国移动
"18755339810",安徽,芜湖,中国移动
"15161140093",江苏,常州,中国移动
"13688510969",贵州,贵阳,中国移动
"13137195783",河南,安阳,中国联通
"14777858691",广西,贵港,中国移动
"13528880305",广东,深圳,中国移动
"13466939332",山西,运城,中国移动
"18199965985",新疆,巴州,中国电信
"13538576866",广东,东莞,中国移动
"18821826689",湖南,衡阳,中国移动
"19921955541",上海,上海,中国电信
"13538436520",广东,东莞,中国移动
"18942336634",江西,南昌,中国电信
"13319180036",陕西,西安,中国电信
"15819505582",广东,云浮,中国移动
"19996607627",江苏,宿迁,中国电信
"13722465909",河北,廊坊,中国移动
"13734295123",山西,运城,中国移动
"18236196343",河南,新乡,中国移动
"13462609259",河南,南阳,中国移动
"13944708558",吉林,延边,中国移动
"13622163254",天津,天津,中国移动
"13626220484",江苏,盐城,中国移动
"15702310836",重庆,重庆,中国移动
"18693009189",甘肃,临夏,中国联通
"15274477501",湖南,张家界,中国移动
"17733244657",河北,张家口,中国电信
"13835338018",山西,阳泉,中国移动
"18934632736",湖北,黄冈,中国电信
"15655143311",安徽,合肥,中国联通
"17196800910",山东,济宁,中国联通虚拟运营商
"19951293082",江苏,苏州,中国电信
"15638828880",河南,郑州,中国联通
"18125818825",广东,潮州,中国电信
"18607945166",江西,抚州,中国联通
"17887276186",江苏,镇江,中国移动
"15115008616",湖南,岳阳,中国移动
"18163658699",湖南,长沙,中国电信
"19936823451",湖南,常德,中国电信
"13534606544",广东,潮州,中国移动
"17681545238",浙江,嘉兴,中国联通
"19162348688",广西,南宁,中国电信
"15151034000",江苏,盐城,中国移动
"13726459847",广东,东莞,中国移动
"13592656675",河南,郑州,中国移动
"14769629819",云南,文山,中国移动
"19511226752",浙江,杭州,中国移动
"13780108996",浙江,温州,中国移动
"17726368756",四川,南充,中国电信
"15801897084",上海,上海,中国移动
"15091927787",海南,海口,中国移动
"15505981220",福建,三明,中国联通
"18323983668",重庆,涪陵,中国移动
"13923888474",广东,深圳,中国移动
"17886268559",贵州,铜仁,中国移动
"15727132713",湖北,黄冈,中国移动
"15286448361",贵州,铜仁,中国移动
"15684514109",山东,威海,中国联通
"13538876558",广东,广州,中国移动
"17600162555",北京,北京,中国联通
"18224744478",贵州,安顺,中国移动
"18992303894",陕西,渭南,中国电信
"15840355565",辽宁,沈阳,中国移动
"18347010082",内蒙古,呼伦贝尔,中国移动
"18146060126",福建,泉州,中国电信
"18575504545",广东,深圳,中国联通
"17778799566",江苏,泰州,中国电信
"17322924319",广东,中山,中国电信
"15378695729",四川,雅安,中国电信
"15856588174",安徽,安庆,中国移动
"18151380307",江苏,盐城,中国电信
"18307527772",广东,惠州,中国移动
"17716739852",湖南,岳阳,中国电信
"15098829188",山东,济南,中国移动
"13838234495",河南,郑州,中国移动
"15022980447",新疆,乌鲁木齐,中国移动
"17685858591",山东,青岛,中国联通
"13469302030",湖南,湘潭,中国移动
"13239779770",新疆,克拉玛依,中国联通
"18507506131",广东,江门,中国联通
"15836322791",河南,安阳,中国移动
"15875335731",广东,广州,中国移动
"19801320124",北京,北京,中国移动
"18328166882",四川,眉山,中国移动
"13924918139",广东,中山,中国移动
"13417922838",广东,珠海,中国移动
"18857766610",浙江,温州,中国移动
"18279186892",江西,南昌,中国移动
"15538191861",河南,郑州,中国联通
"15200097044",河北,保定,中国移动
"18690972162",新疆,乌鲁木齐,中国联通
"15267698444",浙江,台州,中国移动
"13910688865",北京,北京,中国移动
"17809767966",青海,玉树,中国移动
"15102634516",河北,邯郸,中国移动
"15869450259",浙江,温州,中国移动
"18790878568",河南,安阳,中国移动
"18533339758",河北,石家庄,中国联通
"13869698978",山东,潍坊,中国移动
"18663035291",山东,日照,中国联通
"13828406374",广东,广州,中国移动
"13616563873",浙江,宁波,中国移动
"18030280650",福建,厦门,中国电信
"18961924488",江苏,盐城,中国电信
"15811822307",广东,深圳,中国移动
"18115038111",江苏,常州,中国电信
"15001109863",北京,北京,中国移动
"15277905906",广西,玉林,中国移动
"18231782696",河北,沧州,中国移动
"13543983574",广东,揭阳,中国移动
"19948997424",云南,昭通,中国电信
"13528484060",广东,深圳,中国移动
"15609914028",新疆,乌鲁木齐,中国联通
"15962902660",江苏,南通,中国移动
"13875098961",湖南,常德,中国移动
"13356568244",广东,江门,中国电信
"18033400637",广东,深圳,中国电信
"13551331740",四川,成都,中国移动
"18885266043",贵州,遵义,中国移动
"13910637546",北京,北京,中国移动
"13268226446",广东,广州,中国联通
"18612121768",北京,北京,中国联通
"13143006966",广东,惠州,中国联通
"18638109797",河南,郑州,中国联通
"17507080779",江西,南昌,中国联通
"13978874447",广西,南宁,中国移动
"18002961167",广东,东莞,中国电信
"17615861186",山东,济南,中国联通
"19169966513",湖南,郴州,中国电信
"15153224587",山东,青岛,中国移动
"15234087594",山西,太原,中国移动
"18201081811",北京,北京,中国移动
"18562188198",山东,烟台,中国联通
"13310653928",山东,聊城,中国电信
"13278630185",云南,昭通,中国联通
"15371512888",江苏,连云港,中国电信
"13537581856",广东,深圳,中国移动
"18668093127",浙江,杭州,中国联通
"15273168576",湖南,长沙,中国移动
"18460450640",江西,宜春,中国移动
"19138203338",湖南,娄底,中国电信
"13905067412",福建,泉州,中国移动
"13575076351",湖南,岳阳,中国移动
"18967088758",浙江,丽水,中国电信
"18693915616",甘肃,陇南,中国联通
"13350160406",四川,内江,中国电信
"13483945679",河北,邢台,中国移动
"18835995449",山西,运城,中国移动
"17335330230",河南,商丘,中国电信
"18974881766",湖南,长沙,中国电信
"18959573889",福建,莆田,中国电信
"13013277977",河北,衡水,中国联通
"18174116512",广西,南宁,中国电信
"15770512164",江西,宜春,中国移动
"18121891365",四川,绵阳,中国电信
"15836518154",河南,许昌,中国移动
"13835207820",山西,大同,中国移动
"17806578490",广东,茂名,中国移动
"13799972280",福建,福州,中国移动
"18662755084",江苏,宿迁,中国联通
"19538851353",浙江,宁波,中国移动
"13832036906",河北,邯郸,中国移动
"18804687366",黑龙江,鹤岗,中国移动
"13587693789",浙江,温州,中国移动
"19950798197",四川,遂宁,中国电信
"13595061690",贵州,贵阳,中国移动
"15302009719",天津,天津,中国电信
"13071388697",广东,东莞,中国联通
"18346870107",黑龙江,鹤岗,中国移动
"18913161180",江苏,苏州,中国电信
"13483417533",河北,邯郸,中国移动
"17721046760",上海,上海,中国电信
"18329934571",陕西,咸阳,中国移动
"15338476507",广东,茂名,中国电信
"15667371117",陕西,渭南,中国联通
"18731221233",河北,保定,中国移动
"17722655353",广东,深圳,中国电信
"13453187605",山西,太原,中国移动
"13843529520",吉林,通化,中国移动
"15650484834",山东,临沂,中国联通
"18963208088",山东,枣庄,中国电信
"13987720362",云南,玉溪,中国移动
"18801098009",北京,北京,中国移动
"15844458828",吉林,四平,中国移动
"15906185487",江苏,无锡,中国移动
"17722067008",广东,珠海,中国电信
"18709685982",宁夏,银川,中国移动
"15648980005",内蒙古,乌兰察布,中国联通
"15287104990",云南,昆明,中国移动
"15199905013",新疆,巴州,中国移动
"15730253706",重庆,重庆,中国移动
"13988628502",云南,怒江,中国移动
"19103281137",河北,衡水,中国电信
"15850016658",江苏,苏州,中国移动
"17758757590",福建,泉州,中国电信
"15659393877",福建,莆田,中国联通
"15196759888",四川,南充,中国移动
"13168816380",广东,广州,中国联通
"13413662556",广东,湛江,中国移动
"13799698067",福建,莆田,中国移动
"15835994135",山西,运城,中国移动
"15814277165",广东,东莞,中国移动
"15055504466",安徽,阜阳,中国移动
"13893376837",甘肃,兰州,中国移动
"13280102676",山东,潍坊,中国联通
"15254306000",山东,滨州,中国移动
"15711119678",北京,北京,中国移动
"15885785249",贵州,铜仁,中国移动
"18253567063",山东,烟台,中国移动
"17340381949",四川,南充,中国电信
"19103050804",广东,茂名,中国电信
"18144344717",四川,成都,中国电信
"13364486803",吉林,长春,中国电信
"19361373421",广东,广州,中国电信
"19213063421",河北,保定,中国广电
"19038452342",贵州,遵义,中国电信
